No.,Compound Name,DILI Label,SMILES
DILI-0524,lincomycin,1,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O
DILI-0525,lisinopril,1,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O
DILI-0526,loracarbef,1,C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl
DILI-0527,losartan,1,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
DILI-0528,loxapine,1,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
DILI-0529,maprotiline,1,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
DILI-0530,mebanazine,1,CC(C1=CC=CC=C1)NN
DILI-0531,mechlorethamine,1,CN(CCCl)CCCl
DILI-0532,meclofenamic acid,1,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
DILI-0533,medroxyprogesterone,1,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C
DILI-0534,mefloquine,1,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
DILI-0535,melphalan,1,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl
DILI-0536,mephenytoin,1,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
DILI-0537,meropenem,1,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O
DILI-0538,mesna,1,C(CS(=O)(=O)[O-])S.[Na+]
DILI-0539,mesoridazine,1,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
DILI-0540,methazolamide,1,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
DILI-0541,methoxsalen,1,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
DILI-0542,methylphenidate,1,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
DILI-0543,metoclopramide,1,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
DILI-0544,mexiletine,1,CC1=C(C(=CC=C1)C)OCC(C)N
DILI-0545,mirtazapine,1,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
DILI-0546,mitoxantrone,1,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
DILI-0547,moexipril,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC(=C(C=C3C[C@H]2C(=O)O)OC)OC
DILI-0548,moricizine,1,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4
DILI-0549,moxisylyte,1,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
DILI-0550,nabumetone,1,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
DILI-0551,nadolol,1,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O
DILI-0552,nafcillin,1,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
DILI-0553,nalidixic acid,1,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
DILI-0554,nalmefene hydrochloride,1,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O.Cl
DILI-0555,esomeprazole Sodium,1,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C([N-]2)C=C(C=C3)OC.[Na+]
DILI-0556,nialamide,1,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
DILI-0557,nicardipine,1,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
DILI-0558,nilutamide,1,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
DILI-0559,nimodipine,1,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
DILI-0560,niperotidine,1,CN(C)CC1=CC=C(O1)CSCCN/C(=C\[N+](=O)[O-])/NCC2=CC3=C(C=C2)OCO3
DILI-0561,nomifensine,1,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
DILI-0562,norfloxacin,1,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
DILI-0563,nortriptyline,1,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DILI-0564,octreotide,1,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)[C@@H](CC5=CC=CC=C5)N)C(=O)N[C@H](CO)[C@@H](C)O)O
DILI-0565,ondansetron,1,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
DILI-0566,ofloxacin,1,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
DILI-0567,oxacillin,1,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
DILI-0568,papaverine,1,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
DILI-0569,penicillin g,1,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
DILI-0570,pentostatin,1,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O
DILI-0571,pentoxifylline,1,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
DILI-0572,perphenazine,1,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
DILI-0573,phenelzine,1,C1=CC=C(C=C1)CCNN
DILI-0574,pilocarpine,1,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C
DILI-0575,piperacillin,1,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
DILI-0576,piroxicam,1,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
DILI-0577,pirprofen,1,CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O
DILI-0578,salsalate,1,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O
DILI-0579,polythiazide,1,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F
DILI-0580,probenecid,1,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
DILI-0581,procainamide,1,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
DILI-0582,propafenone,1,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
DILI-0583,propranolol,1,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
DILI-0584,propofol,1,CC(C)C1=C(C(=CC=C1)C(C)C)O
DILI-0585,pyrimethamine,1,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
DILI-0586,quinapril,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O
DILI-0587,quinidine,1,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
DILI-0588,ramipril,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O
DILI-0589,ribavirin,1,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
DILI-0590,riluzole,1,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
DILI-0591,risperidone,1,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
DILI-0592,ritonavir,1,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
DILI-0593,saquinavir,1,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
DILI-0594,spectinomycin,1,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O
DILI-0595,succimer,1,[C@@H]([C@@H](C(=O)O)S)(C(=O)O)S
DILI-0596,sumatriptan,1,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
DILI-0597,temazepam,1,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
DILI-0598,teniposide,1,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
DILI-0599,thiotepa,1,C1CN1P(=S)(N2CC2)N3CC3
DILI-0600,thiothixene,1,CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
DILI-0601,timolol,1,CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O
DILI-0602,sulcotidil,1,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O
DILI-0603,tiopronin,1,CC(C(=O)NCC(=O)O)S
DILI-0604,tolmetin,1,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
DILI-0605,tolrestat,1,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC
DILI-0606,tramadol,1,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O
DILI-0607,trandolapril,1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O
DILI-0608,tranylcypromine,1,C1[C@H]([C@@H]1N)C2=CC=CC=C2
DILI-0609,trazodone,1,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
DILI-0610,triamterene,1,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
DILI-0611,triazolam,1,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
DILI-0612,trimethadione,1,CC1(C(=O)N(C(=O)O1)C)C
DILI-0613,trimethobenzamide,1,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
DILI-0614,trimethoprim,1,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
DILI-0615,trimetrexate,1,CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC
DILI-0616,trimipramine,1,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
DILI-0617,fenclozic acid,1,C1=CC(=CC=C1C2=NC(=CS2)CC(=O)O)Cl
DILI-0618,ebrotidine,1,C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br
DILI-0619,nitrefazole,1,CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
DILI-0620,ursodeoxycholic acid,1,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
DILI-0621,valaciclovir,1,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N
DILI-0622,valsartan,1,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O
DILI-0623,tetrabamate,1,CCCCCOC(CN1C(=O)C(C(=O)N(C1=O)CC(COCCCC)OC(=O)N)(CC)C2=CC=CC=C2)OC(=O)N.CCCCOCC(CN1C(=O)C(C(=O)NC1=O)(CC)C2=CC=CC=C2)OC(=O)N.CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
DILI-0624,vincristine,1,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DILI-0625,xenazoic acid,1,CCOC(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)NC3=CC=C(C=C3)C(=O)O
DILI-0626,zafirlukast,1,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
DILI-0627,falnidamol,1,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl
DILI-0628,zimelidine,1,CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2
DILI-0629,capreomycin,1,C[C@H]1C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCN=C(N2)N)CNC(=O)C[C@H](CCCN)N.C1CN=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCCN)N)CO)N)N
DILI-0630,memantine,1,CC12CC3CC(C1)(CC(C3)(C2)N)C
DILI-0631,pamidronate,1,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
DILI-0632,quinine,1,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
DILI-0633,rosuvastatin,1,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
DILI-0634,telithromycin,1,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C
DILI-0635,valdecoxib,1,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
DILI-0636,cromoglicate,1,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O
DILI-0637,montelukast,1,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
DILI-0638,moxifloxacin,1,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
DILI-0639,capecitabine,1,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O
DILI-0640,leuprolide,1,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6
DILI-0641,eletriptan,1,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
DILI-0642,hydroxychloroquine,1,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
DILI-0643,fluoxymesterone,1,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F
DILI-0644,ximelagatran,1,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)/C(=N/O)/N
DILI-0645,duloxetine,1,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
DILI-0646,dicloxacillin,1,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
DILI-0647,estrone,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
DILI-0648,metolazone,1,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
DILI-0649,telmisartan,1,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
DILI-0650,gallium nitrate,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ga+3]
DILI-0651,amiloride,1,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
DILI-0652,glafenine,1,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
DILI-0653,mepazine,1,CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42
DILI-0654,nandrolone decanoate,1,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C
DILI-0655,auranofin,1,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
DILI-0656,ixabepilone,1,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C
DILI-0657,lapatinib,1,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
DILI-0658,oseltamivir,1,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC
DILI-0659,alaproclate,1,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N
DILI-0660,orlistat,1,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
DILI-0661,tenofovir,1,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O
DILI-0662,4-phenylbutyric acid,1,C1=CC=C(C=C1)CCCC(=O)O
DILI-0663,clindamycin-2-phosphate,1,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)OP(=O)(O)O)O)O)[C@H](C)Cl
DILI-0664,"Estrogens, Conjugated",1,C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)OS(=O)(=O)[O-])[C@@H]1CCC2=O.[Na+]
DILI-0665,haloperidol decanoate,1,CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)C3=CC=C(C=C3)Cl
DILI-0666,sitaxsentan,1,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
DILI-0667,dexmethylphenidate,1,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2
DILI-0668,escitalopram,1,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
DILI-0669,chlorpheniramine,0,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
DILI-0670,dopamine,0,C1=CC(=C(C=C1CCN)O)O
DILI-0671,mannitol,0,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
DILI-0672,aspirin,0,CC(=O)OC1=CC=CC=C1C(=O)O
DILI-0673,aminohippurate,0,C1=CC(=CC=C1C(=O)NCC(=O)O)N
DILI-0674,chlorcyclizine,0,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DILI-0675,dimercaprol,0,C(C(CS)S)O
DILI-0676,corticotropin,0,C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC5=CC=C(C=C5)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]6CCCN6C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H]7CCCN7C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC8=CNC9=CC=CC=C98)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@H](CO)N
DILI-0677,diphenhydramine,0,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
DILI-0678,metformin,0,CN(C)C(=N)N=C(N)N
DILI-0679,physostigmine,0,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
DILI-0680,pseudoephedrine,0,C[C@@H]([C@H](C1=CC=CC=C1)O)NC
DILI-0681,indocyanine green,0,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])/C=C/C=C/C=C/C=C/4\C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
DILI-0682,streptomycin,0,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O
DILI-0683,theophylline,0,CN1C2=C(C(=O)N(C1=O)C)NC=N2
DILI-0684,vancomycin,0,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
DILI-0685,finasteride,0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C
DILI-0686,vinblastine,0,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DILI-0687,raloxifene,0,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
DILI-0688,mifepristone,0,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O
DILI-0689,hydrocortisone,0,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
DILI-0690,ergocalciferol,0,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
DILI-0691,isoproterenol,0,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
DILI-0692,iothalamate sodium,0,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)C(=O)NC)I.[Na+]
DILI-0693,primidone,0,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
DILI-0694,digoxin,0,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
DILI-0695,dextrose,0,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O.O
DILI-0696,sodium lactate,0,CC(C(=O)[O-])O.[Na+]
DILI-0697,protirelin,0,C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N
DILI-0698,sincalide,0,CSCC[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N)NC(=O)[C@H](CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)[C@H](CC(=O)O)N
